Final Letter Grade Rating,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
2,798.00,19760615.00,906.00,145.00,153.00,16,20091231.00,1.65,0.56,33601.00,0.00,53.00,20363.00,0.00,14257.00,49423.00,23970.00,0.00,9835.00,1086.00,8749.00,0.00,0.00,0.00,8749.00,8749.00,0.00,1.00,5.00,0.00,3982.00,9835.00,8.00,2.00,6.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,2.38,0.00,0.00,6.00,1.00,1.00,0.00,0.00
2,798.00,19760615.00,906.00,145.00,153.00,16,20101231.00,1.73,0.56,42547.00,7330.00,25.00,20350.00,0.00,13813.00,44520.00,19800.00,0.00,9835.00,1086.00,8749.00,0.00,0.00,0.00,8749.00,8749.00,0.00,1.00,5.00,0.00,3982.00,9835.00,8.00,2.00,6.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,2.38,0.00,0.00,6.00,1.00,1.00,0.00,0.00
3,653.00,19721227.00,662.00,401.00,68.00,4,19951231.00,0.96,0.76,513479.00,70882.00,9066.00,452440.00,0.00,172665.00,308065.00,80500.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
5,653.00,19721227.00,662.00,401.00,68.00,4,19961231.00,0.83,0.54,553037.00,156217.00,11352.00,463238.00,0.00,163033.00,486129.00,92955.00,88694.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,19971231.00,1.81,1.13,1135156.00,195675.00,5547.00,517230.00,0.00,408414.00,472667.00,94740.00,15454.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,19981231.00,1.28,1.02,772894.00,100343.00,8152.00,517231.00,0.00,343977.00,461091.00,108000.00,15454.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,19991231.00,1.36,1.18,782007.00,73254.00,6117.00,517231.00,0.00,424272.00,492464.00,116720.00,15454.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20001231.00,1.44,1.71,849718.00,94741.00,8173.00,517231.00,0.00,677792.00,538678.00,126212.00,15454.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20011231.00,1.52,2.35,887160.00,92157.00,8149.00,517231.00,0.00,741054.00,467475.00,136481.00,15454.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20030930.00,1,7.05,1076583.00,10277.00,31895.00,1029726.00,0.00,3032626.00,646434.00,216390.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20040930.00,1.21,2.43,1568041.00,84517.00,57860.00,1181970.00,0.00,1337305.00,782462.00,232899.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
2,653.00,19721227.00,662.00,401.00,68.00,4,20050930.00,1.15,0.8,1631287.00,249756.00,23666.00,1181970.00,0.00,1082548.00,1609938.00,250702.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
2,653.00,19721227.00,662.00,401.00,68.00,4,20061231.00,1.17,0.68,1682297.00,283422.00,16915.00,1181636.00,0.00,712782.00,1319550.00,269901.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
2,653.00,19721227.00,662.00,401.00,68.00,4,20070930.00,1.26,0.65,1639756.00,139812.00,11167.00,1182149.00,0.00,568440.00,1162071.00,290612.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20080930.00,1.51,1.19,1866863.00,74533.00,10102.00,1181949.00,0.00,884193.00,1057318.00,312956.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20090930.00,1.29,1.26,1653016.00,121415.00,5449.00,1181969.00,0.00,463121.00,703543.00,337069.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,653.00,19721227.00,662.00,401.00,68.00,4,20100930.00,1.25,1.53,1797617.00,322603.00,1344.00,1181969.00,0.00,530819.00,709942.00,363093.00,0.00,145213.00,31562.00,113651.00,9906.00,0.00,29651.00,120570.00,110664.00,9906.00,1.00,15.00,3.00,39814.00,184770.00,179.00,45.00,63.00,71.00,0.00,179.00,0.00,0.00,0.00,4.00,0.00,0.87,36.00,130.00,13.00,0.00,0.00,0.00,0.00
1,1004.00,19870727.00,959.00,319.00,90.00,20,19951231.00,1.04,1.05,282433.00,0.00,6788.00,265264.00,0.00,272969.00,293228.00,33535.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
4,1004.00,19870727.00,959.00,319.00,90.00,20,19961231.00,0.87,0.96,262989.00,18355.00,13758.00,265264.00,0.00,291988.00,337366.00,34000.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
4,1004.00,19870727.00,959.00,319.00,90.00,20,19971231.00,0.89,0.45,260521.00,11099.00,14418.00,265264.00,0.00,306059.00,4092616.00,2247299.00,1168902.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
4,1004.00,19870727.00,959.00,319.00,90.00,20,19981231.00,0.75,1.09,220503.00,6556.00,13899.00,265264.00,0.00,340733.00,313532.00,0.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
5,1004.00,19870727.00,959.00,319.00,90.00,20,19991231.00,0.75,0.3,223030.00,9433.00,13602.00,265264.00,0.00,207732.00,4322290.00,2213477.00,1422387.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
3,1004.00,19870727.00,959.00,319.00,90.00,20,20001231.00,0.78,2.54,240707.00,24399.00,8836.00,265264.00,0.00,184877.00,72909.00,0.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
1,1004.00,19870727.00,959.00,319.00,90.00,20,20011231.00,1.15,1.96,245569.00,19060.00,16390.00,183296.00,0.00,172498.00,87967.00,1.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
1,1004.00,19870727.00,959.00,319.00,90.00,20,20021231.00,1.1,1.38,239432.00,5064.00,11472.00,203088.00,0.00,147825.00,107391.00,1.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
1,1004.00,19870727.00,959.00,319.00,90.00,20,20031231.00,1.28,1.17,262995.00,41298.00,10418.00,165695.00,0.00,188148.00,160765.00,1.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
1,1004.00,19870727.00,959.00,319.00,90.00,20,20041231.00,1.02,1.01,288517.00,110162.00,9318.00,165695.00,0.00,169541.00,168421.00,1.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
2,1004.00,19870727.00,959.00,319.00,90.00,20,20051231.00,1.09,0.61,426729.00,237546.00,7859.00,165695.00,0.00,140684.00,228907.00,1.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
2,1004.00,19870727.00,959.00,319.00,90.00,20,20061231.00,1.22,0.58,306653.00,100085.00,4844.00,165695.00,0.00,160575.00,276953.00,1.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
2,1004.00,19870727.00,959.00,319.00,90.00,20,20071231.00,1.06,0.51,201885.00,21953.00,4684.00,165695.00,0.00,177521.00,355491.00,8124.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
2,1004.00,19870727.00,959.00,319.00,90.00,20,20081231.00,1.32,0.55,266409.00,44797.00,3605.00,165695.00,0.00,233467.00,433344.00,8689.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
2,1004.00,19870727.00,959.00,319.00,90.00,20,20091231.00,1.22,0.43,274199.00,70559.00,1287.00,165695.00,0.00,184632.00,439737.00,9299.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
1,1004.00,19870727.00,959.00,319.00,90.00,20,20101231.00,1.33,2.53,261185.00,39826.00,542.00,165693.00,0.00,199379.00,88715.00,9951.00,0.00,30248.00,3108.00,27140.00,0.00,0.00,0.00,21231.00,19591.00,1640.00,1.00,5.00,1.00,29411.00,30248.00,37.00,10.00,0.00,27.00,0.00,0.00,37.00,0.00,0.00,2.00,0.00,0.73,10.00,27.00,0.00,0.00,0.00,0.00,0.00
2,741.00,19730424.00,566.00,149.00,70.00,17,19951231.00,1.03,0.73,1614681.00,391717.00,29194.00,1155156.00,0.00,599503.00,971183.00,153423.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,19961231.00,1.17,1.04,1499520.00,114775.00,26277.00,1165768.00,0.00,886626.00,1021496.00,165537.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
4,741.00,19730424.00,566.00,149.00,70.00,17,19971231.00,0.93,0,1501674.00,356292.00,0.00,1226366.00,0.00,0.00,0.00,0.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
2,741.00,19730424.00,566.00,149.00,70.00,17,19981231.00,1.75,0.73,2216462.00,366430.00,60845.00,1020517.00,0.00,1999040.00,2978408.00,223073.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,19991231.00,1.37,1.04,2823406.00,681240.00,96145.00,1497715.00,0.00,1100665.00,1347013.00,291921.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20001231.00,1.51,1.45,3069855.00,562294.00,82432.00,1606646.00,0.00,1135755.00,1096823.00,315152.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20011231.00,1.57,1.43,3003786.00,423812.00,55240.00,1607507.00,0.00,1542354.00,1415794.00,340343.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20021231.00,1.48,2.12,3025249.00,611848.00,29035.00,1607507.00,0.00,1704096.00,1169640.00,367577.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20031231.00,1.37,2.06,2747388.00,521462.00,16816.00,1607507.00,0.00,1620134.00,1183986.00,397042.00,0.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20041231.00,1.39,2.06,2533405.00,283959.00,15608.00,1607507.00,0.00,1806084.00,1324226.00,428888.00,19056.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20051231.00,1.29,2.32,2398870.00,307693.00,16102.00,1607507.00,0.00,1973820.00,1334103.00,463362.00,19056.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20061231.00,1.15,2.27,2242902.00,374229.00,25317.00,1607507.00,0.00,1938157.00,1379988.00,508490.00,19056.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
1,741.00,19730424.00,566.00,149.00,70.00,17,20071231.00,1.24,2.4,2592063.00,568271.00,27827.00,1607507.00,0.00,2019815.00,1410837.00,549507.00,19056.00,285250.00,15000.00,270250.00,37750.00,0.00,0.00,298834.00,261084.00,37750.00,3.00,20.00,5.00,99150.00,323000.00,301.00,76.00,136.00,89.00,0.00,30.00,271.00,0.00,0.00,6.00,0.00,1.70,0.00,128.00,139.00,30.00,4.00,0.00,0.00
